wavelength,AM15
0.38900,6.8543E-01
0.38950,7.5970E-01
0.39000,7.9699E-01
0.39050,8.0371E-01
0.39100,8.5138E-01
0.39150,8.6344E-01
0.39200,7.9493E-01
0.39250,6.6257E-01
0.39300,4.7975E-01
0.39350,3.8152E-01
0.39400,4.9567E-01
0.39450,6.8385E-01
0.39500,8.0772E-01
0.39550,8.6038E-01
0.39600,7.5655E-01
0.39650,5.5017E-01
0.39700,4.2619E-01
0.39750,6.2945E-01
0.39800,8.5249E-01
0.39850,1.0069E+00
0.39900,1.0693E+00
0.39950,1.1021E+00
0.40000,1.1141E+00
0.40100,1.1603E+00
0.40200,1.2061E+00
0.40300,1.1613E+00
0.40400,1.1801E+00
0.40500,1.1511E+00
0.40600,1.1227E+00
0.40700,1.1026E+00
0.40800,1.1514E+00
0.40900,1.2299E+00
0.41000,1.0485E+00
0.41100,1.1738E+00
0.41200,1.2478E+00
0.41300,1.1971E+00
0.41400,1.1842E+00
0.41500,1.2258E+00
0.41600,1.2624E+00
0.41700,1.2312E+00
0.41800,1.1777E+00
0.41900,1.2258E+00
0.42000,1.1232E+00
0.42100,1.2757E+00
0.42200,1.2583E+00
0.42300,1.2184E+00
0.42400,1.2117E+00
0.42500,1.2488E+00
0.42600,1.2135E+00
0.42700,1.1724E+00
0.42800,1.1839E+00
0.42900,1.0963E+00
0.43000,8.7462E-01
0.43100,7.9394E-01
0.43200,1.3207E+00
0.43300,1.2288E+00
0.43400,1.1352E+00
0.43500,1.2452E+00
0.43600,1.3659E+00
0.43700,1.3943E+00
0.43800,1.2238E+00
0.43900,1.1775E+00
0.44000,1.3499E+00
0.44100,1.3313E+00
0.44200,1.4250E+00
0.44300,1.4453E+00
0.44400,1.4084E+00
0.44500,1.4619E+00
0.44600,1.3108E+00
0.44700,1.4903E+00
0.44800,1.5081E+00
0.44900,1.5045E+00
0.45000,1.5595E+00
0.45100,1.6173E+00
0.45200,1.5482E+00
0.45300,1.4297E+00
0.45400,1.5335E+00
0.45500,1.5224E+00
0.45600,1.5724E+00
0.45700,1.5854E+00
0.45800,1.5514E+00
0.45900,1.5391E+00
0.46000,1.5291E+00
0.46100,1.5827E+00
0.46200,1.5975E+00
0.46300,1.6031E+00
0.46400,1.5544E+00
0.46500,1.5350E+00
0.46600,1.5673E+00
0.46700,1.4973E+00
0.46800,1.5619E+00
0.46900,1.5682E+00
0.47000,1.5077E+00
0.47100,1.5331E+00
0.47200,1.6126E+00
0.47300,1.5499E+00
0.47400,1.5671E+00
0.47500,1.6185E+00
0.47600,1.5631E+00
0.47700,1.5724E+00
0.47800,1.6230E+00
0.47900,1.5916E+00
0.48000,1.6181E+00
0.48100,1.6177E+00
0.48200,1.6236E+00
0.48300,1.6038E+00
0.48400,1.5734E+00
0.48500,1.5683E+00
0.48600,1.2716E+00
0.48700,1.4241E+00
0.48800,1.5413E+00
0.48900,1.4519E+00
0.49000,1.6224E+00
0.49100,1.5595E+00
0.49200,1.4869E+00
0.49300,1.5903E+00
0.49400,1.5525E+00
0.49500,1.6485E+00
0.49600,1.5676E+00
0.49700,1.5944E+00
0.49800,1.5509E+00
0.49900,1.5507E+00
0.50000,1.5451E+00
0.50100,1.4978E+00
0.50200,1.4966E+00
0.50300,1.5653E+00
0.50400,1.4587E+00
0.50500,1.5635E+00
0.50600,1.6264E+00
0.50700,1.5560E+00
0.50800,1.5165E+00
0.50900,1.5893E+00
0.51000,1.5481E+00
0.51100,1.5769E+00
0.51200,1.6186E+00
0.51300,1.5206E+00
0.51400,1.4885E+00
0.51500,1.5314E+00
0.51600,1.5455E+00
0.51700,1.2594E+00
0.51800,1.4403E+00
0.51900,1.3957E+00
0.52000,1.5236E+00
0.52100,1.5346E+00
0.52200,1.5690E+00
0.52300,1.4789E+00
0.52400,1.5905E+00
0.52500,1.5781E+00
0.52600,1.5341E+00
0.52700,1.3417E+00
0.52800,1.5357E+00
0.52900,1.6071E+00
0.53000,1.5446E+00
0.53100,1.6292E+00
0.53200,1.5998E+00
0.53300,1.4286E+00
0.53400,1.5302E+00
0.53500,1.5535E+00
0.53600,1.6199E+00
0.53700,1.4989E+00
0.53800,1.5738E+00
0.53900,1.5352E+00
0.54000,1.4825E+00
0.54100,1.4251E+00
0.54200,1.5511E+00
0.54300,1.5256E+00
0.54400,1.5792E+00
0.54500,1.5435E+00
0.54600,1.5291E+00
0.54700,1.5490E+00
0.54800,1.5049E+00
0.54900,1.5520E+00
0.55000,1.5399E+00
0.55100,1.5382E+00
0.55200,1.5697E+00
0.55300,1.5250E+00
0.55400,1.5549E+00
0.55500,1.5634E+00
0.55600,1.5366E+00
0.55700,1.4988E+00
0.55800,1.5310E+00
0.55900,1.4483E+00
0.56000,1.4740E+00
0.56100,1.5595E+00
0.56200,1.4847E+00
0.56300,1.5408E+00
0.56400,1.5106E+00
0.56500,1.5201E+00
0.56600,1.4374E+00
0.56700,1.5320E+00
0.56800,1.5180E+00
0.56900,1.4807E+00
0.57000,1.4816E+00
0.57100,1.4331E+00
0.57200,1.5134E+00
0.57300,1.5198E+00
0.57400,1.5119E+00
0.57500,1.4777E+00
0.57600,1.4654E+00
0.57700,1.5023E+00
0.57800,1.4560E+00
0.57900,1.4770E+00
0.58000,1.5020E+00
0.58100,1.5089E+00
0.58200,1.5320E+00
0.58300,1.5479E+00
0.58400,1.5448E+00
0.58500,1.5324E+00
0.58600,1.4953E+00
0.58700,1.5281E+00
0.58800,1.4934E+00
0.58900,1.2894E+00
0.59000,1.3709E+00
0.59100,1.4662E+00
0.59200,1.4354E+00
0.59300,1.4561E+00
0.59400,1.4491E+00
0.59500,1.4308E+00
0.59600,1.4745E+00
0.59700,1.4788E+00
0.59800,1.4607E+00
0.59900,1.4606E+00
0.60000,1.4753E+00
0.60100,1.4579E+00
0.60200,1.4360E+00
0.60300,1.4664E+00
0.60400,1.4921E+00
0.60500,1.4895E+00
0.60600,1.4822E+00
0.60700,1.4911E+00
0.60800,1.4862E+00
0.60900,1.4749E+00
0.61000,1.4686E+00
0.61100,1.4611E+00
0.61200,1.4831E+00
0.61300,1.4621E+00
0.61400,1.4176E+00
0.61500,1.4697E+00
0.61600,1.4310E+00
0.61700,1.4128E+00
0.61800,1.4664E+00
0.61900,1.4733E+00
0.62000,1.4739E+00
0.62100,1.4802E+00
0.62200,1.4269E+00
0.62300,1.4165E+00
0.62400,1.4118E+00
0.62500,1.4026E+00
0.62600,1.4012E+00
0.62700,1.4417E+00
0.62800,1.3631E+00
0.62900,1.4114E+00
0.63000,1.3924E+00
0.63100,1.4161E+00
0.63200,1.3638E+00
0.63300,1.4508E+00
0.63400,1.4284E+00
0.63500,1.4458E+00
0.63600,1.4128E+00
0.63700,1.4610E+00
0.63800,1.4707E+00
0.63900,1.4646E+00
0.64000,1.4340E+00
0.64100,1.4348E+00
0.64200,1.4376E+00
0.64300,1.4525E+00
0.64400,1.4462E+00
0.64500,1.4567E+00
0.64600,1.4150E+00
0.64700,1.4086E+00
0.64800,1.3952E+00
0.64900,1.3519E+00
0.65000,1.3594E+00
0.65100,1.4447E+00
0.65200,1.3871E+00
0.65300,1.4311E+00
0.65400,1.4153E+00
0.65500,1.3499E+00
0.65600,1.1851E+00
0.65700,1.2393E+00
0.65800,1.3855E+00
0.65900,1.3905E+00
0.66000,1.3992E+00
0.66100,1.3933E+00
0.66200,1.3819E+00
0.66300,1.3844E+00
0.66400,1.3967E+00
0.66500,1.4214E+00
0.66600,1.4203E+00
0.66700,1.4102E+00
0.66800,1.4150E+00
0.66900,1.4394E+00
0.67000,1.4196E+00
0.67100,1.4169E+00
0.67200,1.3972E+00
0.67300,1.4094E+00
0.67400,1.4074E+00
0.67500,1.3958E+00
0.67600,1.4120E+00
0.67700,1.3991E+00
0.67800,1.4066E+00
0.67900,1.3947E+00
0.68000,1.3969E+00
0.68100,1.3915E+00
0.68200,1.3981E+00
0.68300,1.3830E+00
0.68400,1.3739E+00
0.68500,1.3748E+00
0.68600,1.3438E+00
0.68700,9.6824E-01
0.68800,1.1206E+00
0.68900,1.1278E+00
0.69000,1.1821E+00
0.69100,1.2333E+00
0.69200,1.2689E+00
0.69300,1.2609E+00
0.69400,1.2464E+00
0.69500,1.2714E+00
0.69600,1.2684E+00
0.69700,1.3403E+00
0.69800,1.3192E+00
0.69900,1.2918E+00
0.70000,1.2823E+00
0.70100,1.2659E+00
0.70200,1.2674E+00
0.70300,1.2747E+00
0.70400,1.3078E+00
0.70500,1.3214E+00
0.70600,1.3144E+00
0.70700,1.3090E+00
0.70800,1.3048E+00
0.70900,1.3095E+00
0.71000,1.3175E+00
0.71100,1.3155E+00
0.71200,1.3071E+00
0.71300,1.2918E+00
0.71400,1.3029E+00
0.71500,1.2587E+00
0.71600,1.2716E+00
0.71700,1.1071E+00
0.71800,1.0296E+00
0.71900,9.2318E-01
0.72000,9.8550E-01
0.72100,1.0861E+00
0.72200,1.2407E+00
0.72300,1.1444E+00
0.72400,1.0555E+00
0.72500,1.0380E+00
0.72600,1.0813E+00
0.72700,1.0850E+00
0.72800,1.0400E+00
0.72900,1.0466E+00
0.73000,1.1285E+00
0.73100,1.0703E+00
0.73200,1.1534E+00
0.73300,1.1962E+00
0.73400,1.2357E+00
0.73500,1.2178E+00
0.73600,1.2059E+00
0.73700,1.2039E+00
0.73800,1.2269E+00
0.73900,1.1905E+00
0.74000,1.2195E+00
0.74100,1.2148E+00
0.74200,1.2153E+00
0.74300,1.2405E+00
0.74400,1.2503E+00
0.74500,1.2497E+00
0.74600,1.2470E+00
0.74700,1.2477E+00
0.74800,1.2401E+00
0.74900,1.2357E+00
0.75000,1.2341E+00
0.75100,1.2286E+00
0.75200,1.2330E+00
0.75300,1.2266E+00
0.75400,1.2420E+00
0.75500,1.2383E+00
0.75600,1.2232E+00
0.75700,1.2221E+00
0.75800,1.2295E+00
0.75900,1.1945E+00
0.76000,2.6604E-01
0.76100,1.5396E-01
0.76200,6.8766E-01
0.76300,3.7952E-01
0.76400,5.3878E-01
0.76500,6.8601E-01
0.76600,8.1461E-01
0.76700,9.7417E-01
0.76800,1.1138E+00
0.76900,1.1278E+00
0.77000,1.1608E+00
0.77100,1.1686E+00
0.77200,1.1778E+00
0.77300,1.1771E+00
0.77400,1.1771E+00
0.77500,1.1771E+00
0.77600,1.1798E+00
0.77700,1.1727E+00
0.77800,1.1713E+00
0.77900,1.1765E+00
0.78000,1.1636E+00
0.78100,1.1607E+00
0.78200,1.1662E+00
0.78300,1.1614E+00
0.78400,1.1536E+00
0.78500,1.1586E+00
0.78600,1.1592E+00
0.78700,1.1450E+00
0.78800,1.1305E+00
0.78900,1.1257E+00
0.79000,1.0910E+00
0.79100,1.1058E+00
0.79200,1.0953E+00
0.79300,1.0875E+00
0.79400,1.0972E+00
0.79500,1.0932E+00
0.79600,1.0742E+00
0.79700,1.0913E+00
0.79800,1.1121E+00
0.79900,1.0905E+00
0.80000,1.0725E+00
0.80100,1.0843E+00
0.80200,1.0856E+00
0.80300,1.0657E+00
0.80400,1.0782E+00
0.80500,1.0545E+00
0.80600,1.0974E+00
0.80700,1.0859E+00
0.80800,1.0821E+00
0.80900,1.0548E+00
0.81000,1.0559E+00
0.81100,1.0533E+00
0.81200,1.0268E+00
0.81300,1.0086E+00
0.81400,9.0356E-01
0.81500,8.9523E-01
0.81600,8.3216E-01
0.81700,8.5183E-01
0.81800,8.2259E-01
0.81900,9.0519E-01
0.82000,8.6188E-01
0.82100,9.9764E-01
0.82200,9.5157E-01
0.82300,6.7271E-01
0.82400,9.3506E-01
0.82500,9.6935E-01
0.82600,9.3381E-01
0.82700,9.8465E-01
0.82800,8.4979E-01
0.82900,9.2930E-01
0.83000,9.1601E-01
0.83100,9.2392E-01
0.83200,8.9426E-01
0.83300,9.5650E-01
0.83400,9.3412E-01
0.83500,1.0032E+00
0.83600,9.7234E-01
0.83700,1.0092E+00
0.83800,9.9901E-01
0.83900,1.0013E+00
0.84000,1.0157E+00
0.84100,1.0101E+00
0.84200,9.9703E-01
0.84300,1.0053E+00
0.84400,9.8631E-01
0.84500,1.0165E+00
0.84600,1.0187E+00
0.84700,9.9170E-01
0.84800,9.9217E-01
0.84900,9.8596E-01
0.85000,8.9372E-01
0.85100,9.7493E-01
0.85200,9.6927E-01
0.85300,9.6486E-01
0.85400,8.5112E-01
0.85500,9.1300E-01
0.85600,9.7317E-01
0.85700,9.9166E-01
0.85800,9.9196E-01
0.85900,9.9171E-01
0.86000,9.8816E-01
0.86100,9.8679E-01
0.86200,9.9449E-01
0.86300,1.0005E+00
0.86400,9.7916E-01
0.86500,9.6324E-01
0.86600,8.4900E-01
0.86700,9.1546E-01
0.86800,9.5920E-01
0.86900,9.4956E-01
0.87000,9.6755E-01
0.87100,9.5387E-01
0.87200,9.6686E-01
0.87300,9.5721E-01
0.87400,9.4042E-01
0.87500,9.2687E-01
0.87600,9.5277E-01
0.87700,9.5615E-01
0.87800,9.5237E-01
0.87900,9.3656E-01
0.88000,9.3957E-01
0.88100,9.0861E-01
0.88200,9.3245E-01
0.88300,9.2927E-01
0.88400,9.3305E-01
0.88500,9.4423E-01
0.88600,9.0752E-01
0.88700,9.1062E-01
0.88800,9.2228E-01
0.88900,9.3455E-01
0.89000,9.2393E-01
0.89100,9.2584E-01
0.89200,9.0881E-01
0.89300,8.7327E-01
0.89400,8.5130E-01
0.89500,8.1357E-01
0.89600,7.6253E-01
0.89700,6.6566E-01
0.89800,7.1780E-01
0.89900,5.4871E-01
0.90000,7.4260E-01
0.90100,5.9933E-01
0.90200,6.6791E-01
0.90300,6.8889E-01
0.90400,8.4457E-01
0.90500,8.1709E-01
0.90600,7.7558E-01
0.90700,6.3854E-01
0.90800,6.5217E-01
0.90900,7.0431E-01
0.91000,6.2467E-01
0.91100,6.6808E-01
0.91200,6.8893E-01
0.91300,6.2834E-01
0.91400,6.2649E-01
0.91500,6.7836E-01
0.91600,5.7646E-01
0.91700,7.3017E-01
0.91800,5.9271E-01
0.91900,7.3877E-01
0.92000,7.4414E-01
0.92100,7.8049E-01
0.92200,7.0026E-01
0.92300,7.4504E-01
0.92400,7.2150E-01
0.92500,7.1110E-01
0.92600,7.0331E-01
0.92700,7.8742E-01
0.92800,5.8968E-01
0.92900,5.5127E-01
0.93000,4.3210E-01
0.93100,4.0921E-01
0.93200,3.0086E-01
0.93300,2.4841E-01
0.93400,1.4380E-01
0.93500,2.5084E-01
0.93600,1.6142E-01
0.93700,1.6338E-01
0.93800,2.0058E-01
0.93900,3.9887E-01
0.94000,4.7181E-01
0.94100,3.7195E-01
0.94200,4.0532E-01
0.94300,2.7834E-01
0.94400,2.8579E-01
0.94500,3.6821E-01
0.94600,1.9461E-01
0.94700,3.7112E-01
0.94800,2.7423E-01
0.94900,4.9396E-01
0.95000,1.4726E-01
0.95100,4.8378E-01
0.95200,2.6891E-01
0.95300,3.4362E-01
0.95400,4.2411E-01
0.95500,3.4117E-01
0.95600,3.2821E-01
0.95700,2.7067E-01
0.95800,4.6101E-01
0.95900,3.7385E-01
0.96000,4.2066E-01
0.96100,4.6120E-01
0.96200,4.4174E-01
0.96300,5.0503E-01
0.96400,4.5860E-01
0.96500,5.0374E-01
0.96600,5.0275E-01
0.96700,5.0240E-01
0.96800,6.5210E-01
0.96900,6.8622E-01
0.97000,6.3461E-01
0.97100,7.1397E-01
0.97200,6.8765E-01
0.97300,6.0648E-01
0.97400,5.7529E-01
0.97500,5.8987E-01
0.97600,5.7191E-01
0.97700,6.3864E-01
0.97800,6.1509E-01
0.97900,6.3815E-01
0.98000,6.0468E-01
0.98100,7.1338E-01
0.98200,6.9218E-01
0.98300,6.6865E-01
0.98400,7.3732E-01
0.98500,6.8817E-01
0.98600,7.5083E-01
0.98700,7.3928E-01
0.98800,7.3462E-01
0.98900,7.4906E-01
0.99000,7.3227E-01
0.99100,7.5358E-01
0.99200,7.5102E-01
0.99300,7.3728E-01
0.99400,7.5410E-01
0.99500,7.5176E-01
0.99600,7.4884E-01
0.99700,7.3971E-01
0.99800,7.3887E-01
0.99900,7.3857E-01
1.00000,7.3532E-01
1.00100,7.4442E-01
1.00200,7.2805E-01
1.00300,7.3442E-01
1.00400,7.2336E-01
1.00500,6.8174E-01
1.00600,7.1252E-01
1.00700,7.2753E-01
1.00800,7.2685E-01
1.00900,7.1972E-01
1.01000,7.1914E-01
1.01100,7.2278E-01
1.01200,7.1877E-01
1.01300,7.1761E-01
1.01400,7.2068E-01
1.01500,7.0817E-01
1.01600,7.1129E-01
1.01700,7.0337E-01
1.01800,7.1422E-01
1.01900,6.8878E-01
1.02000,6.9896E-01
1.02100,7.0175E-01
1.02200,6.8970E-01
1.02300,6.9508E-01
1.02400,6.9058E-01
1.02500,6.9753E-01
1.02600,6.9636E-01
1.02700,6.9305E-01
1.02800,6.9385E-01
1.02900,6.8628E-01
1.03000,6.9055E-01
1.03100,6.8736E-01
1.03200,6.8787E-01
1.03300,6.7613E-01
1.03400,6.8015E-01
1.03500,6.8234E-01
1.03600,6.8202E-01
1.03700,6.7497E-01
1.03800,6.7172E-01
1.03900,6.7636E-01
1.04000,6.7170E-01
1.04100,6.7176E-01
1.04200,6.7200E-01
1.04300,6.6525E-01
1.04400,6.6833E-01
1.04500,6.6452E-01
1.04600,6.4714E-01
1.04700,6.5694E-01
1.04800,6.6274E-01
1.04900,6.5896E-01
1.05000,6.5463E-01
1.05100,6.5521E-01
1.05200,6.5118E-01
1.05300,6.4919E-01
1.05400,6.4646E-01
1.05500,6.4847E-01
1.05600,6.4641E-01
1.05700,6.4482E-01
1.05800,6.3818E-01
1.05900,6.1875E-01
1.06000,6.3585E-01
1.06100,6.2121E-01
1.06200,6.3266E-01
1.06300,6.2239E-01
1.06400,6.3196E-01
1.06500,6.2913E-01
1.06600,6.1713E-01
1.06700,6.2032E-01
1.06800,6.1944E-01
1.06900,5.8626E-01
1.07000,6.0469E-01
1.07100,6.1661E-01
1.07200,6.1536E-01
1.07300,6.0363E-01
1.07400,6.2158E-01
1.07500,5.9252E-01
1.07600,6.1471E-01
1.07700,6.0434E-01
1.07800,6.0321E-01
1.07900,6.0474E-01
1.08000,5.9722E-01
1.08100,5.8083E-01
1.08200,5.8940E-01
1.08300,5.9814E-01
1.08400,5.7852E-01
1.08500,5.9330E-01
1.08600,5.5410E-01
1.08700,5.6697E-01
1.08800,5.9317E-01
1.08900,5.7919E-01
1.09000,5.5573E-01
1.09100,5.8835E-01
1.09200,5.8124E-01
1.09300,5.1058E-01
1.09400,5.3965E-01
1.09500,5.2067E-01
1.09600,5.0323E-01
1.09700,5.7852E-01
1.09800,5.0291E-01
1.09900,5.0772E-01
1.10000,4.8577E-01
1.10100,4.9696E-01
1.10200,4.6883E-01
1.10300,4.6637E-01
1.10400,4.6765E-01
1.10500,5.0644E-01
1.10600,3.9792E-01
1.10700,4.8304E-01
1.10800,4.1565E-01
1.10900,4.1278E-01
1.11000,4.7899E-01
1.11100,3.3154E-01
1.11200,4.1357E-01
1.11300,2.6850E-01
1.11400,2.9985E-01
1.11500,2.4987E-01
1.11600,2.0136E-01
1.11700,7.9618E-02
1.11800,2.1753E-01
1.11900,1.1317E-01
1.12000,1.4189E-01
1.12100,1.8586E-01
1.12200,8.1686E-02
1.12300,1.2817E-01
1.12400,1.0870E-01
1.12500,1.4428E-01
1.12600,5.1589E-02
1.12700,1.5725E-01
1.12800,9.9224E-02
1.12900,1.0591E-01
1.13000,7.0574E-02
1.13100,2.9560E-01
1.13200,2.3411E-01
1.13300,1.5331E-01
1.13400,4.1740E-02
1.13500,1.5462E-02
1.13600,1.2876E-01
1.13700,2.8785E-01
1.13800,2.0329E-01
1.13900,2.9850E-01
1.14000,2.5599E-01
1.14100,1.9337E-01
1.14200,2.2479E-01
1.14300,3.1183E-01
1.14400,1.1326E-01
1.14500,1.4604E-01
1.14600,1.5764E-01
1.14700,5.9176E-02
1.14800,2.7113E-01
1.14900,2.1854E-01
1.15000,1.2164E-01
1.15100,2.0340E-01
1.15200,2.4762E-01
1.15300,2.3812E-01
1.15400,1.4248E-01
1.15500,3.1316E-01
1.15600,2.8090E-01
1.15700,3.1458E-01
1.15800,3.1171E-01
1.15900,3.3693E-01
1.16000,2.8648E-01
1.16100,3.4753E-01
1.16200,3.5002E-01
1.16300,4.6857E-01
1.16400,4.0188E-01
1.16500,3.8860E-01
1.16600,3.7494E-01
1.16700,4.0996E-01
1.16800,4.1954E-01
1.16900,4.2310E-01
1.17000,4.5873E-01
1.17100,4.4831E-01
1.17200,4.5483E-01
1.17300,4.5642E-01
1.17400,3.3692E-01
1.17500,4.5240E-01
1.17600,4.7679E-01
1.17700,4.7235E-01
1.17800,3.6000E-01
1.17900,4.8371E-01
1.18000,4.4069E-01
1.18100,4.5514E-01
1.18200,3.2318E-01
1.18300,4.3870E-01
1.18400,4.1985E-01
1.18500,4.0741E-01
1.18600,4.7715E-01
1.18700,4.5575E-01
1.18800,3.3504E-01
1.18900,4.1569E-01
1.19000,4.6239E-01
1.19100,4.4660E-01
1.19200,4.7336E-01
1.19300,4.5434E-01
1.19400,4.6890E-01
1.19500,4.4696E-01
1.19600,4.3131E-01
1.19700,4.7715E-01
1.19800,4.3392E-01
1.19900,3.6489E-01
1.20000,4.4825E-01
1.20100,4.3708E-01
1.20200,4.3717E-01
1.20300,4.3409E-01
1.20400,3.6247E-01
1.20500,4.3692E-01
1.20600,4.8086E-01
1.20700,4.2986E-01
1.20800,4.3346E-01
1.20900,4.1428E-01
1.21000,4.5336E-01
1.21100,4.2232E-01
1.21200,4.2489E-01
1.21300,4.6956E-01
1.21400,4.3407E-01
1.21500,4.2780E-01
1.21600,4.6640E-01
1.21700,4.5528E-01
1.21800,4.5934E-01
1.21900,4.4663E-01
1.22000,4.5805E-01
1.22100,4.6531E-01
1.22200,4.5139E-01
1.22300,4.4406E-01
1.22400,4.4808E-01
1.22500,4.6236E-01
1.22600,4.6819E-01
1.22700,4.3304E-01
1.22800,4.6658E-01
1.22900,4.6721E-01
1.23000,4.6003E-01
1.23100,4.7203E-01
1.23200,4.6633E-01
1.23300,4.5397E-01
1.23400,4.7016E-01
1.23500,4.6504E-01
1.23600,4.6908E-01
1.23700,4.6339E-01
1.23800,4.6797E-01
1.23900,4.6272E-01
1.24000,4.6077E-01
1.24100,4.6197E-01
1.24200,4.6247E-01
1.24300,4.5754E-01
1.24400,4.5528E-01
1.24500,4.5655E-01
1.24600,4.5945E-01
1.24700,4.5746E-01
1.24800,4.5860E-01
1.24900,4.5966E-01
1.25000,4.5705E-01
1.25100,4.5258E-01
1.25200,4.5097E-01
1.25300,4.4773E-01
1.25400,4.4363E-01
1.25500,4.5070E-01
1.25600,4.4023E-01
1.25700,4.3532E-01
1.25800,4.4496E-01
1.25900,4.2725E-01
1.26000,4.3110E-01
1.26100,4.1146E-01
1.26200,3.9567E-01
1.26300,4.0019E-01
1.26400,3.7148E-01
1.26500,3.9570E-01
1.26600,3.8527E-01
1.26700,3.8822E-01
1.26800,3.7051E-01
1.26900,2.4652E-01
1.27000,3.8744E-01
1.27100,4.0825E-01
1.27200,4.0879E-01
1.27300,4.0625E-01
1.27400,4.0614E-01
